applist,cri,cric,cricbuzz,cricguru,crick,cricke,cricket,GETX,goog,grt,jntuk,joke,jokes,lovestory,message,monitor,news,omegle,score,scr,smsbox,smsfun,t20,TA2012011107,triv,VTU,vturesult,wikipedia,word
0,4128,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3061,3,3,0,0,0,871,0,0,0,0,1,27,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0,0
10,13,0,1,0,0,3,148,0,8,0,0,9,3546,49,36,0,0,109,14,0,1582,49,0,0,0,0,0,4,0
114,6,20,27,0,0,0,379,0,1055,0,3,15,1462,79,34,0,57,1,9,0,1296,16,0,52,0,30,13,28,29
9,2468,33,179,0,2,0,1048,0,0,0,0,1,536,0,25,0,2,0,46,0,2,14,187,11,1,0,0,1,0
26,628,17,329,1,0,3,745,27,33,36,5,20,501,34,47,0,117,11,18,2,1090,41,2,8,777,1,3,768,2
103,4,1,1,0,0,0,18,0,1194,0,1,122,1064,53,64,0,92,0,1,0,2934,68,0,31,0,1,0,35,24
4,0,12,9,0,0,0,488,0,139,0,0,26,774,2,17,0,57,75,7,0,0,0,0,0,0,0,3,3571,28
0,0,0,0,0,0,0,4161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,0,0,0,0,2,4557,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,29,0,2037,0,0,0,4043,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
7,261,17,104,0,0,0,61,7,47,30,0,35,1368,92,44,0,55,7638,13,0,2612,68,1,118,11,92,39,11,140
273,51,1994,823,0,0,2,1536,49,2950,2,2,3,1255,35,33,0,307,8,53,1,7,28,0,0,1391,2,1,427,6
0,1517,711,452,2,0,0,748,0,0,3,0,24,5,54,45,0,20,1,162,0,508,0,101,4,2,0,1,2,1
9,1216,15,26,10,1,0,1313,0,10,0,1,2,137,0,20,0,176,0,41,0,8,9,107,0,59,0,0,802,72
0,45,0,3165,1,0,0,1032,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,411,6,0,0
8,1532,38,179,51,1,0,909,0,69,0,7,8,14,6,15,1,324,0,569,2,93,12,19,2,0,0,8,49,0
0,3,0,7291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,464,0,0,0,4173,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
0,4102,0,1,0,0,6,1912,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,0
10,22,0,153,3,0,0,562,0,2,0,7,32,899,49,72,0,18,2,8,0,4653,97,41,0,2,17,60,9,0
0,0,0,885,0,0,1,3377,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0
0,1669,0,1257,0,0,0,2378,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,4,0,0,0,0,0,0
0,0,14,7628,0,0,0,2761,0,1,0,0,0,5,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0
0,1006,0,4220,0,0,0,226,0,0,1,0,16,45,11,2,0,11,1,3,0,95,13,25,1,0,0,0,4,0
0,0,0,1986,0,0,0,1990,0,0,0,0,0,902,30,38,0,58,1,1,0,3,29,0,0,3,0,0,5,0
57,18,116,1127,0,2,2,710,39,71,47,9,6,126,84,42,0,55,48,24,5,266,90,0,0,69,6,2,16,7
0,21,104,2408,5,0,719,639,0,2,0,0,7,42,3,20,0,21,1,11,1,550,24,19,3,6,0,0,0,0
0,2847,1,355,0,0,0,1347,0,0,0,0,0,0,1,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0
0,1231,0,0,0,0,0,8942,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,140,0,1040,0,0,1,636,754,361,0,2,36,1187,4,27,0,500,6,8,0,158,1,0,0,0,58,17,198,200
60,35,0,452,1,0,0,97,0,0,39,0,52,51,1,14,0,0,1,2,0,3056,50,320,2,2,0,0,0,0
1,5921,0,8,0,1,0,1400,0,1,0,0,0,0,0,2,0,1,0,7,13,1,0,2,0,0,0,0,2,1
0,1,0,2,0,0,0,199,0,10,0,0,429,1018,2,0,0,16,0,0,0,2138,4,78,0,3,1,2,12,0
6,738,0,2153,39,21,19,2647,0,4,1,4,3,27,8,11,0,22,1,1046,26,2,2,106,6,11,0,1,2,2
0,2241,0,2,0,0,1,1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
9,556,6,238,0,1,1,3751,0,1,1,1,24,36,23,23,0,44,1,11,0,268,18,6,0,0,0,2,1,3
0,1635,0,2226,0,0,0,6,0,0,0,0,0,3,0,2,0,0,0,22,12,1,0,96,0,0,0,0,0,0
0,0,0,38,0,0,0,2,0,0,0,0,16,409,0,18,0,0,0,0,0,5128,11,0,0,0,0,0,0,0
0,0,0,4075,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7621,0,0,0,0,0,0,0,0,0,0,0,0,0
7,931,0,61,404,2,0,866,1,6,0,0,3,5,37,13,0,42,0,1534,2,21,2,11,0,12,0,0,482,214
5,972,0,1551,7,0,0,1761,0,6,48,2,9,10,11,5,0,0,3,10,4,858,0,91,0,0,0,5,3,0
0,1251,0,265,0,0,0,2391,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
8,13,0,304,0,0,0,3,0,3,0,1,0,0,3,2,0,2,0,9,1,54,16,1,3816,1,0,0,0,0
3,261,0,1,0,0,0,97,0,1,0,6,79,589,40,7,0,5,1,0,0,4700,5,0,0,0,0,0,155,1
0,3700,0,1,0,0,0,1020,0,3,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4488,0,0,0,7,0
0,1857,0,0,0,0,0,3556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2034,0,16,44,0,0,606,0,10,0,0,17,25,90,21,0,2,1,77,0,752,19,557,0,0,0,0,109,0
0,0,0,0,0,0,0,7,0,0,0,1,2,25,33,17,0,0,0,0,0,4714,29,1,0,0,0,9,0,0
0,1183,0,178,0,0,0,2466,0,0,1,0,2,1,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,567,0,0,1,0,3,164,0,4,0,1,10,5,12,30,0,1,0,3,0,4839,4,5,1,0,0,0,0,1
0,2010,0,289,8,2,1,2198,0,11,0,13,0,28,5,12,0,389,0,145,0,5,0,1113,0,8,0,1,6,6
4,252,0,1251,2,11,7,1476,0,8,23,0,37,101,2,1,0,532,0,550,5,3,2,98,1,2,0,2,15,0
89,10,0,0,6,0,0,82,724,1721,0,0,102,276,4,13,0,35,3,0,0,165,15,0,692,6,0,0,378,1
0,1949,0,2,0,0,4,3537,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,801,0,10,0,1,0,3190,0,1,0,0,0,1,0,0,0,3,0,357,0,1,0,24,0,0,0,0,1,0
